search_history,job_role
Streaming Big Data with Spark Streaming and Scala | Learn Big Data Testing with Hadoop and Hive with Pig Script | Apache Spark with Scala useful for Databricks Certification | Transitioning Into UX Writing | Data Integration & ETL with Talend Open Studio Zero to Hero | Big Data in the AWS (Amazon Web Services) Cloud | CCA175 Exam Prep Qs pt B (With Spark 2.4 Hadoop Cluster VM),Data Engineer
Payments Professionals Bootcamp : Focus on SWIFT Messages | Data Quality & Profiling with ETL Pentaho DI & DataCleaner | Ultimate Docker Fast-Track Beginner to Advanced | Android Game Development with Godot Engine - Create 5 Games! | Intelligent Investing with Financial Ratios | Dependency Injection in Android with Dagger 2 and Hilt | Mobile App development for beginners  -  Android and Apple,Mobile App Developer
Cloud Computing for Enterprises | GCP - Google Cloud Professional Data Engineer Certification | Practice Test AWS Solutions Architect Associate SAA C03 | Identity & Access Management - Azure Active Directory - 2021,Cloud Engineer
"Designing for Productivity in the User eXperience | Learn 3D Animation - The Ultimate Blender Guide | Design Thinking - A hands-on course on Innovation | Product Managementwith Lean, Agile andSystem Design Thinking… | Learning Figma in 1 hour",UI/UX Designer
Excel Data Analysis and Problem Solving | Tableau Desktop - Intermediate | SAP Big Data Predictive Analytics : An Overview | A 18 Hour SQL/SQL Server 2014/Visual Studio 2017 Course | Create your own Hulk Vol.1: Body Modeling | Painting Cacti in Watercolor - Sketchbook Everyday Series,Data Analyst
The Complete Nmap Ethical Hacking Course : Network Security | Cybersecurity Incident Handling and Response | Network Security with Hands on LABs | Web application Penetration Testing | Community Building Basics | CyberSecurity : Inside a Security Operations Center | Cisco ASA Firewall in 12 days | Whitehat Hacking and Penetration Testing Tutorial Video | Recon for Ethical Hacking / Penetration Testing & Bug Bounty | Complete Ethical Hacking Course With ParrotOS 2022,Cybersecurity Analyst
Create your own custom FOOD SELECTOR filter with Spark AR | NLP for Entrepreneurs and Managers - NLP Certification 2021 | ETL Testing Interview Questions | Big Data with Apache Spark 3 and Python: From Zero to Expert | Learn to master ETL data integration with Pentaho kettle PDI | Google Cloud Professional Data Engineer Practice Tests 2023 | Apache Spark In-Depth (Spark with Scala),Data Engineer
"Easy Snowflakes and More with Adobe CS/CC | Instagram Effects, Filters or Masks / Spark AR Tutorial | Java Parallel Computation on Hadoop | Big Data Internship Program - Data Ingestion-Sqoop and Flume | Being creative with a landscape drawing using Paintology | Apache Spark Streaming with Python and PySpark | Docker Crash Course for busy DevOps and Developers | Azure Databricks Platform Admin Associate practice exam | Apache Spark with Python - Learn by Doing | Apache Kafka Series - Kafka Streams for Data Processing",Data Engineer
Mastering Vyatta Firewall! (Beginner to Advanced) | Web Hacking: WordPress Penetration Testing and Security | Penetration Testing: Malware backdoor for beginners | Cybersecurity and Criminal Law: What you need to know | Full Stack Programming for Complete Beginners in Python | IT Fundamentals forBusiness Professionals:Cybersecurity and socia…… | Beginner Penetration Testing with PowerShell Tools | The Optimal Introduction to Ethical Hacking | PL-100: Power Platform App Maker: Prep Test | NEW-The Complete Ethical Hacking Boot camp-From Zero to Hero,Cybersecurity Analyst
Scaling Docker on AWS | Professional Microsoft Azure DevOps Engineering | TOTAL: Cloud Computing / CompTIA Cloud+ Cert. (CV0-002) | Microsoft Azure Architect Practice Tests New (AZ-300/AZ-303) | Learning Path: Practical DevOps with Ansible and Docker | AWS Certified Practitioner Exam Questions (CLF-C01) | Getting Started with Azure IoT Central | OpenShift Origin Cloud Native Development | PhpStorm and docker master class. Best php IDE for fullstack,Cloud Engineer
Complete React and Redux Bootcamp Build 10 Hands-On-Projects | Design Thinking Masterclass Bootcamp - Know Your Business | Framerjs: Innovative prototyping and design with interaction | Scrum with User Experience PSU I Certification Exam Prep | Game Prototyping without code using Unity & Playmaker | Master App Prototyping with Adobe Experience Design (XD) | Make Ultra Lightweight Carbon-Fiber Tubes for Model Rockets | Introduction to Design Thinking and Product Development | Stepping beyond the Power Query User Interface,UI/UX Designer
IBM MQ Administration basics in Redhat Linux for beginners | Information Security Basics for IT Support Technicians | Linux Performance Monitoring & Analysis - Hands On !! | Learn to Program in Java… | React and NodeJS: A Practical Guide with Typescript,Backend Developer
"Creativity & Design Thinking For Product professionals | Paint Realistic Watercolour and Botanicals - LOTUS | Smart Home Prototyping and Control | User Interface Design With Real time Project- Adobe XD | Design Thinking: Ideation, Iteration and Communication | Design Thinking : the fundamentals | User Experience - Applied Research and Design | Usability Testing (Illustrated) | Design Thinking - A hands-on course on Innovation | Design Thinking",UI/UX Designer
Oracle Database Cloud for DBAs | Introduction to CloudComputing | [NEW] Amazon ECS & Fargate Master Class - Docker on AWS | Complete Web & Mobile Designer Course using Figma | Google Professional Cloud DevOps Engineer Exam 2022 | Kubernetes and Cloud Native Associate (KCNA) Practice Tests,Cloud Engineer
"Check Point CCSA Training R81 (2022) | Eat at Least One Serving of Whole Grains Each Day | Deep learning :End to End Object Detection Masters | Choppy Volume Training Course | Essential JavaScript, jQuery and AngularJS Training | Substance painter 2020 - The complete 3D Texturing course | Yin Yoga Teacher Training Certificate Course | Complete Python 3 Ethical Hacking: Beginner To Advanced! | Create Sales Funnels - Email Automations - Membership",ML Engineer
"Android Jetpack: Room, Navigation and Data Binding | Master Speed Typing on your Phone: Android and iPhone | Clean architecture & SOLID principles for Android in Kotlin | iOS 12 & Xcode 10 - Complete Swift 4.2 & Objective-C Course | Practical Tricks to Create your Custom Odoo Docker Image",Mobile App Developer
Cryptography for Beginners to the Advanced Level | Unity LiteNetLib Multiplayer Basics and .NET Core Server | Big Data and Hadoop for Beginners - with Hands-on! | Snowflake Certification Preparation | Design Practice inBusiness: SparkInnovation like a Designer… | Data Engineering Basicsfor Everyone | Learn how to Analyse Hadoop Data using Apache Pig  | Snowflake Advanced - Data Engineer Certification | Snowflake SnowPro Core Certification Practice Tests,Data Engineer
Intermediate Fluid Art Techniques with Chameleon Jones | Strategic Ways to Build a Successful Business on Youtube! | Natural Medicine:Herbalism Guide for Healthy Living | Bullish Option Trading Strategies for Different IV Scenarios | The Complete Guide to Travel Hacking 2.0 | The Complete Git Guide: Understand and master Git and GitHub | Cryptography in Cyber Security with Python | Affiliate Marketing Master Class Step By Step Guide 2022 | ROS Basics (No ROS Installation Required),Frontend Developer
"Applied Time Series Analysis in Python | Data Science Foundations | Curso intermedio en Criptomonedas y Trading: Bitcoin ETH TRX | Build Database  Driven Apps with : SQL Server ,  C# , Python",Data Scientist
Learn Advanced Love Meanings of All 78 Tarot Cards | Remote User Testing With Figma & Maze – Test Prototypes | Total ProtoPie - Learn advanced prototyping without code | Emotional Design Thinking & Design Psychology Masterclass | Framerjs: Innovative prototyping and design with interaction | Design thinking for entrepreneurs & startups (part 1) | A Beginners Guide To Collage Painting - Triple Cello Design | Design Thinking | Unlock Innovation and User-centricity,UI/UX Designer
JAIIB 2022 Accounting and Finance for Bankers Mock Tests | AI for Teachers | Advanced Bitcoin Cryptocurrency & Blockchain Course | Operations Management: Supply Chain Management | Python for Deep Learning: Build Neural Networks in Python | Joomla 3 in Sinhala: Programming නැතිව website නිර්මාණය | Autonomous Car:Deep Learning & Computer Vision for Beginners | CompTIA Network+ & Wireless Networking: Firewall & Ethernet | Colour Mixing for Abstract Painting | Animate an Explainer Video Using Adobe After Effects CC,ML Engineer
Scripting Essentials for DevOps | Learning Path: Ansible: Secured Automation with Ansible 2 | Ansible for Network Engineers | The 2023 Absolute Beginners Guide to Data Science | Ultimate Prometheus | Forest Monitoring withCLASlite…,DevOps Engineer
Master Course in Logistics and Supply Chain Management 2.0 | Logistic Regression using R in 10 easy steps! | An Ancient Taoist Sum Faht Qigong & Tai Chi Course | Training for Window 10 or 11 and  Window Server 2016 or 2019 | Practical Artificial Intelligence (AI) with H2O in Python | Credit Repair For Beginners |  Basics Of Credit Repair | Pitch Deck Design: Raising Startup Capital | Free Expressionism - Painting like you just don't care | Round Pen Training: The Video,ML Engineer
"Design Thinking: Ideation,Iteration andCommunication… | Remote Usability Testing 101 | Learn Adobe XD from Scratch | Cryptocurrency Trading Bot with a User Interface in Python | Python Tkinter for making Graphical User Interface | Keyboard shortcuts in MS Excel - tests | Adobe XD CC: Master Adobe's New App Design Tool",UI/UX Designer
"Master the Secrets of Figma: A Complete Beginner's Course | The Definitive Ethical Hacking Course - Learn From Scratch | Design Professional CV/Resume for Your Dream Job | Adobe XD | A User Experience Approach to Agile & Scrum | User Experience - Applied Research and Design | Learn Design Thinking | Complete Web & Mobile Designer Course using Figma | Understanding Agile: Design Thinking, Lean Startup & SCRUM | Design Thinking Tool Box | 50+ Methods | 25+ Templates",UI/UX Designer
Baking Normal and AO Maps for Games with 3ds Max | Level Up in Auto Layout - Swift & iOS | Light Saber Duel by LudoSport - Master Form 1 (Sub. Eng),Backend Developer
"AWS Certified Developer - Associate Certification | Google Professional Cloud Architect - 2023 Practice Test | A to Z of Azure Network services - Covers AZ 300, 103 & more | Introduction to MachineLearning on AWS | Deploy any MERN Stack App on Azure Cloud using CICD Pipeline",Cloud Engineer
Design for Humanity: A New Perspective on User Experience | Learn to Build Some Shooter Games with Unity® and Blender! | The basics of Figma for web designer from beginner to pro | Introduction to User Experience Design | A User Experience Approach to Idea Generation and Evaluation | Risk Management for Cybersecurity and IT Managers | Personas in User Interface Engineering,UI/UX Designer
THE COMPLETE FIGMA COURSE FOR BEGINNERS | Probability and Statistics for Business and Data Science | Intro Data Science Workshop ← School Computer Curriculum | End to End Data Science Practicum with Knime | SAP Classification: Learn how to classify objects in SAP,Data Scientist
The Complete Guide to Yin Yoga | The Art Of Rooting Android : from noob to a Root God | Two QuickBooks File-Business & Personal vs One File For Both | OutSystems Reactive for Beginners | Complete Guide to Salesforce Lightning Development | How To Land A Grant Writing Job Quickly | The Pro Tip Guide | A Complete Guide to Chocolate Decor | Webpack 1 & 2 - The Complete Guide,Frontend Developer
MERN eCommerce From Scratch | From A Non Programmer To Full Stack .NET Developer | The Complete iOS 11 Developer Course - Beginner To Advanced | The Complete MERN Stack Developer Course 2020 | Master Meaningful Nutrition,Full Stack Developer
Nagios XI Network Monitoring: Setup & Overview for Beginners | The Docker for DevOps course: From development to production | Playing Piano: Scales and Arpeggios Vol.I : Major keys | The DevOps Essentials -  The Handbook,DevOps Engineer
DevSecOps using GitHub Actions: Secure CICD with GitHub | Learn Ethical Hacking and Pentesting - Hands-on | Intro to Ansible,DevOps Engineer
Mastering SQL Server 2016 Integration Services (SSIS)-Part 1 | VHDL Circuit Design and FPGAs with VIVADO and MODELSIM | Microsoft Excel - Beginners And Advanced Easy Excel Hacks | Learn SQL by Writing Queries | Intoduction to Cybersecurity !From beginner level to PRO !,Data Analyst
