course_title,skills,job_role
Algorithmic Trading using Angel One's Smartapi,,Backend Developer
"Financial Reporting and Analysis, CFA L1",,Data Analyst
Anti-Money Laundering (AML) Business Risk Assessment,,ML Engineer
QuickBooks Online Bank Reconciliation,,Frontend Developer
ACCA: FR (F7) Financial Reporting,,Data Analyst
How to Invest in Stocks + Billionaire Investing Tips,,ML Engineer
Master Cash Flow Valuation - Financial Literacy in Excel,,Data Analyst
Build Better Credit--The Ultimate Credit Score Repair Guide,,ML Engineer
Quickbooks 2013 Training - Bookkeeping Made Easy,,ML Engineer
Become a Blockchain Developer with this Comprehensive Course,,ML Engineer
QuickBooks Desktop Crash Course - Minimum QuickBooks,,Frontend Developer
Dividend Investing Main Topic: A New Approach,,ML Engineer
Beginner's Guide to Managing Money [Financial Literacy],,Frontend Developer
Comprehensive Financial Statement & Ratio Analysis in Excel,,Data Analyst
How To Invest In Stocks The Complete Guide,,Frontend Developer
The Complete Kickstarter & Indiegogo Launch Guide 2023,,Frontend Developer
How To Trade Options On Earnings For Quick Profits,,Frontend Developer
A Basic Guide to Stock Trading,,Frontend Developer
Blockchain For Business + Finance Professionals 2023 - NEW,,ML Engineer
Basics of Private Equity,,Frontend Developer
COSO 2013 Requirements and Implementation Overview,,Frontend Developer
Pricing Strategy with Business Intelligence and Analytics,,Data Analyst
Ardor Blockchain Bootcamp,,ML Engineer
Financial Ratios Using Excel,,Data Analyst
Blockchain Ninja : Develop  Ethereum dapp with Angular,,ML Engineer
Using Machine Learning to Combat Money Laundering,,ML Engineer
An insider's view of Basel 3 Derivative capital in MS Excel,,Data Analyst
Fundraising Success: The Art & Science of Major Gifts,,ML Engineer
All About Private Equity Operations,,Frontend Developer
ULTIMATE Quick & Dirty Guide to FOREX Trading,,Frontend Developer
Ultimate Cryptocurrency Course Starters Guide 2019,,Frontend Developer
The COMPLETE Forex Trading Guide For Beginners,,Frontend Developer
Learn How To Play CashFlow 101 Game To Quit Your 9-5 Job,,Frontend Developer
Ethereum Trading Robot - Cryptocurrency Never Losing Formula,,Backend Developer
120 Quick Stata Tips,,Frontend Developer
Financial Statements Explained,,ML Engineer
Financial analysis using ratios,,Mobile App Developer
How to Build a Massive Retirement Plan from Scratch!,,Frontend Developer
​Blockchain & Cryptocurrency Masterclass,,ML Engineer
Financial Modeling Bootcamp: Model all 3 Financial Stmts,,Data Analyst
"QuickBooks Online Bank Reconciliation, Proving Correctness",,Frontend Developer
QuickBooks Online Advanced Receivables And Payables Solution,,Frontend Developer
QuickBooks Online: Setting Up a New Company,,Frontend Developer
QuickBooks Online Multiple Currencies,,Frontend Developer
"Complete Crypto Crash Course on Bitcoin, Blockchains, Web3.0",,ML Engineer
Blockchain Technology 101 - Beginner's Guide,,ML Engineer
Project Finance and Financial Modeling in Excel,,Data Analyst
Personal Capital Free Financial Planner Application,,Backend Developer
"Investing In Stocks For Big Gains, Growth Investing Method",,ML Engineer
Financial Modeling Crash Course with detailed Excel Models,,Data Analyst
"Fundamentals of Blockchain, Bitcoin and Cryptocurrency",,ML Engineer
A brief introduction to Accounting and Financial Reporting,,Data Analyst
Penny Stock Queen: Beginner guide to Chart Pattern Trading,,Frontend Developer
Tales From the Crypto: Beginners' Guide to Cryptocurrency,,Frontend Developer
Complete Stock & Options Training With Trade Tools,,ML Engineer
CAMS Exam Practice Test (+detailed explanations),,ML Engineer
Amendments in Schedule III financials format for FY 2021-22,,Backend Developer
Build Excel Spreadsheet for Work From Home Business Accounts,,Data Analyst
Cashflow Management for Small Businesses: A How To Guide,,Frontend Developer
"Master Personal Finance: Build Wealth, Save & Invest Money",,Frontend Developer
How to File TDS Returns - A Complete Guide,,Frontend Developer
Forex Beginners Course - Complete Guide to Forex Trading,,Frontend Developer
Learn Micro Finance and its models,,Data Analyst
Complete Practical Guide To Personal Finance For Beginners,,Frontend Developer
Beginner's Guide to Cryptocurrencies (and Bitcoin),,Frontend Developer
How To Make Retail Buying Profitable,,ML Engineer
LIQUIDITY MARKET STRUCTURE FOREX TRADING,,Frontend Developer
Beginner’s Guide to ICO (Initial Coin Offering),,Frontend Developer
Make Money By Domain Flipping,,ML Engineer
Complete Sports Cards Collecting and Investing Guide,,Frontend Developer
"Export Finance, Priority Sector, Retail Loan & Documentation",,ML Engineer
QuickBooks Desktop vs QBO Multiple Currencies,,Frontend Developer
Checkpoint For Your KYC/AML Skills,,ML Engineer
Automated Financial Reporting In Excel: One-Click Reports,,Data Analyst
Mastering PeachTree by Sage Course Complete Training,,ML Engineer
Master QuickBooks Pro 2015 the Easy Way,,Frontend Developer
"Company Valuations, Mergers and Acquisitions",,Frontend Developer
Analyze Real Estate Investments | Financial Modeling,,Data Analyst
Introduction to Token Engineering for Web3 Platforms,,Backend Developer
Corp Finance #12 Capital Budgeting & Investment Risk Tools,,Backend Developer
Financial modeling: Build a multiples equity valuation model,,Data Analyst
Crypto and Blockchain for Beginners: The Ultimate Guide,,ML Engineer
NFT Flipping on OpenSea - Trading Guide for Beginners,,Frontend Developer
VBA for Project Finance Models | Circular Debt Calculations,,Data Analyst
Data-Driven Investing with Excel ® | Financial Data Science,,Data Analyst
Financial Analysis & Financial Ratios I Amazon vs Walmart,,Mobile App Developer
Quantitative Investment Analysis in Excel (Template Incl.),,Data Analyst
Advanced Accounting Topics Using Quickbooks Desktop,,Frontend Developer
Master QuickBooks 2018 & QuickBooks 2019 the Easy Way,,Frontend Developer
Chart Traders: Daily Option Selling Strategy for Nifty,,ML Engineer
Excel Accounting 5–Bank Reconciliations-Month 1 & 2,,Data Analyst
The Comprehensive Guide To Pro Trading For Beginners,,Frontend Developer
Options Basics & Trading With Small Capital! - Level 1,,Backend Developer
QuickBooks Online Inventory Management,,Frontend Developer
Financial Modelling Workshop,,Data Analyst
Build a DCF Valuation Model from Scratch,,Data Analyst
QuickBooks Online Made Easy: The Complete Course and Manual,,Frontend Developer
The ULTIMATE Bitcoin and Blockchain Course (Cryptocurrency),,ML Engineer
QuickBooks Enterprise - Two Businesses & Personal in One,,Frontend Developer
Business Intelligence Development Using Python,,Data Analyst
Company Valuation using a Monte Carlo Simulation,,Data Scientist
QuickBooks Self-employed - Are you ready to get organized?,,Frontend Developer
QuickBooks Online and Your Business,,Frontend Developer
The Essential Guide to Business Budgeting,,Frontend Developer
VBA for Financial Modeling | Excel Automation,,Data Analyst
Accounting 101: Using Microsoft Excel For Accounting in 2023,,Data Analyst
Financial Accounting Plus Excel and SAP Crash Course.,,Data Analyst
Get Paid to Own Stocks: Work From Home & Get Paid,,ML Engineer
Mastering QuickBooks Desktop Pro 2022 Training Tutorial,,ML Engineer
Excel Accounting 3 – Enter First Month of Transactions,,Data Analyst
How To Use MetaTrader 4 - Your Guide to Mastering MT4,,Frontend Developer
The Ultimate Guide to Personal Finance & Saving Thousands,,Frontend Developer
Multi-Strategy Investing with Python and Excel,,Data Analyst
Introduction to Working Capital Management,,Backend Developer
Step by step guide to buying a business like private equity!,,Frontend Developer
Raising Capital for Your Business,,ML Engineer
Financial Accounting and Reporting,,Data Analyst
"A complete guide to Accounting , Finance & Bookkeeping",,Frontend Developer
Beginners Guide to Crypto Trading on Binance,,Frontend Developer
QuickBooks Enterprise-Classes-Responsibility Accounting,,Frontend Developer
Financial Crime Essentials - Go Beyond AML!,,ML Engineer
Blockchain Glossary - Learn Blockchain Frequently Used Terms,,ML Engineer
Become a Day Trading Predator with this complete system,,Data Scientist
Payment Gateway Models and Business Strategies : Fintech,,Data Analyst
Penny Stock Queen: Beginner Guide to Chart Patterns,,Frontend Developer
How to Make Money with NFTs Complete Beginner Guide,,Frontend Developer
Roles of Money Laundering Reporting Officer MLRO (AML CFT),,Data Analyst
Loss Distributions for Actuarial Models,,Data Analyst
A Practical Approach to Fundamental Equity Analysis,,Frontend Developer
The Complete Fundraising Course,,ML Engineer
Practitioner's Guide to Cost Benefit Analysis,,Frontend Developer
Undervalued Stocks Investing - Beginners Guide,,Frontend Developer
Stock Masterclass - Investing explained in less than 2 hours,,ML Engineer
QuickBooks Desktop Canada Online Course,,Frontend Developer
Part 2 | MS Dynamics365-Finance & Operations-MB300|330 |310,,Cloud Engineer
Tally ERP 9 + MS Excel Baic to Advance Course Pack,,Data Analyst
Building a Strong Internal Audit Department,,Frontend Developer
Wave Accounting Free Cloud-based Software for Small Business,,Cloud Engineer
Become an Excel Pro & Financial Analyst with 9 case studies,,Data Analyst
Persuasion in Hedge Funds/Private Equity/Investment Banking,,Frontend Developer
QuickBooks Online for New Business Owners,,Frontend Developer
Fundraising 101,,ML Engineer
Payroll in QuickBooks,,Frontend Developer
Media Training for Financial Service Professionals,,ML Engineer
Understanding Cryptocurrency and Blockchain Technology,,ML Engineer
Fundamentals of Financial Modelling in Microsoft Excel,,Data Analyst
Forex Trading: A Simple Unique Approach For Massive Gains,,ML Engineer
Financial Analysis in Excel: Profitability Ratios,,Data Analyst
Financial Modeling for Professionals in 1 Day!,,Data Analyst
Private Equity: Leveraged Buyouts (LBOs),,Frontend Developer
Introduction To Quickbooks With Customer And Receivables,,Frontend Developer
Pro Trader Network Excel Course 2.0,,Data Analyst
Trade Based Anti Money Laundering AML Framework,,ML Engineer
Essential Real Estate Modeling in Excel,,Data Analyst
Forex Algorithmic Trading with Python : Build a Grid Bot,,Frontend Developer
Complete Guide to NFT Blockchain Automation,,ML Engineer
Learn Global Macro Trading & Investing for Retail Investor,,ML Engineer
QuickBooks Online: Working with Vendors and Expenses,,Frontend Developer
Blockchain Technology: A Simple and Quick Introduction,,ML Engineer
Fixed Income Securities - The Ultimate Guide,,Frontend Developer
Become Metaverse Master: The Ultimate Guide To The Metaverse,,Frontend Developer
Cryptocurrency and Bitcoin Margin trading on Binance guide,,Frontend Developer
Fintech - The Complete Guide to Financial Technologies,,Frontend Developer
Start-up financial modeling for non-finance professionals,,Data Analyst
QuickBooks Online For An Amazon Merchant Store,,Frontend Developer
Advanced Stock Options for Serious Equity Investors!,,Frontend Developer
Mastering QuickBooks Online (2021),,Frontend Developer
QuickBooks For Attorneys In A Lawfirm,,Frontend Developer
"How to get your invoices paid on time, every time",,ML Engineer
The Advanced Forex Trading Strategy Making 50 Pips Daily,,ML Engineer
Solana Blockchain Developer Foundation - Rust and Typescript,,ML Engineer
Oracle Apps Accounts Receivable Module (AR) Training,,ML Engineer
Track Your Sports Betting Results & Performance In Excel,,Data Analyst
QuickBooks Online For Home Finances,,Frontend Developer
Stock Trading Basics | Quick Start Guide To Stock Trading,,Frontend Developer
Accounting 101: Asset Tracking & Depreciation Using MS Excel,,Data Analyst
Build Your Future: Smart Tips for Investors of All Levels,,Frontend Developer
Conceptual Fundamentals - LBO Modeling,,Data Analyst
Mastering QuickBooks 2015 Made Easy Training Tutorial,,ML Engineer
The Complete Guide To Teaching Kids Financial Life Skills,,Frontend Developer
Sage Business Cloud Accounting 2020,,Cloud Engineer
Corporate and business finance optimization (Excel Solver),,Data Analyst
Quick Excel for Financial Modeling,,Data Analyst
Get a Credit Repair Publication On Amazon and Live LIFE..,,ML Engineer
Mastering QuickBooks Desktop 2018,,Frontend Developer
Quickbooks Premier DESKTOP 2017 edition,,Frontend Developer
QuickBooks Online: Banking,,Frontend Developer
Mastering QuickBooks 2014 Made Easy Training Tutorial,,ML Engineer
QuickBooks Online For Attorneys,,Frontend Developer
"Complete Daily Trading Strategy - Entry, Stop and Profit",,ML Engineer
QuickBooks Pro 2012 Training the Easy Way,,ML Engineer
Certified Blockchain Solutions Architect (CBSA),,ML Engineer
Bitcoin - A Comprehensive Guide,,Frontend Developer
Market Structure and Liquidity Raids FOREX Strategy,,ML Engineer
Intraday Equity Price Spike Trading Course,,Frontend Developer
Mergers & Acquisitions Modeling,,Data Analyst
QuickBooks Desktop Advance Project Based Training 2021,,ML Engineer
Market Profile:  Time Price Opportunity Strategy Guide,,Frontend Developer
Complete Sales Tax QuickBooks Course,,Frontend Developer
The Ultimate Guide to Credit Cards,,Frontend Developer
Value Investing : Formula of 98% yearly  returns with proof,,Backend Developer
CAIIB 2021 Advanced Bank Management Mock Tests,,ML Engineer
Generate daily profit using NFTs,,ML Engineer
How to Build a Business Plan with Monte Carlo Analysis,,Data Scientist
QuickBooks Online Accounting Software Bite-Sized Course,,Frontend Developer
Hypnosis for Magnetic success Guided Hypnosis program,,Frontend Developer
Start-up Equity and Cap Table Essentials,,Frontend Developer
Sage 50 Accounting - US Edition Detailed & Advance Course,,ML Engineer
Blockchain FAQs - Answered In 1 Hour,,ML Engineer
Economics of Blockchain Gaming and Play-to-Earn,,ML Engineer
Debt and Equity Financing Strategies for Your Company,,Frontend Developer
MYOB Accounting + Advance Excel Combo Pack Basic to Advance,,Data Analyst
The Complete Guide to Forex Trading,,Frontend Developer
ACCA MA1 Management Information,,Backend Developer
Forex Algorithmic Trading with Python : Build a DCA Bot,,Frontend Developer
Build Business Credit from Scratch in Weeks,,Frontend Developer
Learning QuickBooks 2015,,Frontend Developer
Blockchain An Overview,,ML Engineer
